merged_ids
C_000001;D_000395;P_0000000152
C_000142;D_000765;P_0000000014
C_000143;D_000726;P_0000000821
P_0000000927
C_000144;D_000154
C_000145;D_000153;P_0000000402;P_0000000869
C_000146;D_000897;P_0000000635
C_000147;D_000103;P_0000000005
C_000148;D_000156;P_0000000626
C_000149;D_000758;P_0000000430
P_0000000602
C_000150;D_000646;P_0000000546
C_000151;D_000456;P_0000000907
C_000152;D_000934;P_0000001227
D_001028
C_000153;D_000005;P_0000000564
C_000154;D_000660;P_0000000400
P_0000000465
C_000155;D_000373;P_0000000397
C_000156;D_000918;P_0000001073
C_000157;D_000817;P_0000000503
C_000158;D_000339;P_0000000370
C_000159;D_000203;P_0000000067
P_0000000939
P_0000000424
C_000160;D_000531;P_0000000616
C_000161;D_000868;P_0000000012
C_000162;D_000174;P_0000000746
C_000163;D_000157;P_0000000727
C_000167;D_000522;P_0000001154
C_000168;D_000727;P_0000000853
C_000164;D_000542;P_0000000197
C_000165;D_000543;P_0000001029
C_000166;D_000794;P_0000000683
C_000169;D_000818;P_0000000913
P_0000000815
P_0000000344
C_000170;D_000090;P_0000001193
C_000171;D_000177;P_0000000155
C_000172;D_000340;P_0000000476
P_0000001007
C_000173;D_000834;P_0000000303
C_000174;D_000008
D_001046
D_000966
P_001249
C_000175;D_000703;P_0000000122
C_000176;D_000715;P_0000001045
D_001032
C_000177;D_000728;P_0000000613
C_000178;D_000672;P_0000000625
C_000179;D_000573;P_0000001183
C_000180;D_000810;P_0000000396
C_000181;D_000341;P_0000000854
C_000182;D_000590;P_0000000416
C_000183;D_000729;P_0000000686
D_000072;P_0000000891
P_0000000401
C_000966
D_001070
C_000184;D_000329;P_0000000077
C_000185;D_000378;P_0000000415
C_000186;D_000776;P_0000000410
C_000187;D_000158;P_0000000845
P_0000000837
C_000189;D_000950;P_0000000183
C_000190;D_000935;P_0000000799
P_0000001178
C_000188;D_000401;P_0000000701
C_000191;D_000869;P_0000000132
C_000192;D_000819;P_0000000688
C_000193;D_000306;P_0000000782
C_000194;D_000489;P_0000000611
C_000195;D_000028
C_000196;D_000507;P_0000000830
C_000197;D_000870;P_0000000809
C_000198;D_000578;P_0000000791
D_000981
P_0000000328
C_000199;D_000508
C_000200;D_000673;P_0000001168
D_001059
C_000201;D_000064;P_0000000865
C_000202;D_000082
C_000203;D_000129
C_000204;D_000379;P_0000000922
C_000205;D_000204;P_0000000103
C_000206;D_000185;P_0000000578
C_000207;D_000374
C_000208;D_000003;P_0000000041
C_000209;D_000205;P_0000001009
P_0000000377
P_0000000858
P_0000000929
P_0000000060
P_0000000934
P_0000000242
C_000210;D_000342;P_0000001202
P_0000000601
P_0000000471
C_000211;D_000163;P_0000001006
C_000212;D_000083;P_0000000199
P_0000001132
C_000213;D_000766;P_0000000201
C_000214;D_000782;P_0000000072
P_0000000206
P_0000000967
P_0000000104
C_000215;D_000065;P_0000000544
D_001047
C_000220;D_000022;P_0000001106
P_0000000108
C_000221;D_000187;P_0000000784
C_000222;D_000130;P_0000000711
P_0000000493
C_000216;D_000544;P_0000000050
P_0000000216
P_0000000749
C_000217;D_000186;P_0000000265
C_000218;D_000206;P_0000000063
C_000223;D_000403;P_0000000212
C_000224;D_000730;P_0000001102
C_000219;D_000402;P_0000000209
C_000225;D_000532;P_0000000276
C_000226;D_000171;P_0000000232
C_000227;D_000630;P_0000001004
D_001015
C_000987
C_000228;D_000425;P_0000000203
P_0000001146
C_000229;D_000822;P_0000000083
C_000230;D_000219;P_0000001065
C_000231;D_000509;P_0000001220
C_000232;D_000783;P_0000001094
C_000233;D_000674;P_0000001104
C_000943;D_000572;P_0000001190
C_000960
C_000234;D_000404;P_0000000336
C_000235;D_000591;P_0000000987
C_000236;D_000898;P_0000001058
C_000237;D_000687;P_0000000667
C_000238;D_000242;P_0000000655
C_000239;D_000618;P_0000000888
C_000240;D_000243;P_0000000441
C_000241;D_000051;P_0000000675
C_000242;D_000188;P_0000000035
D_000970
P_0000000724
C_000243;D_000852;P_0000000876
C_000244;D_000579;P_0000001092
P_0000000007
P_0000000346
P_0000001109
C_000245;D_000272;P_0000000982
C_000246;D_000731;P_0000000631
C_000247;D_000457;P_0000000966
C_000248;D_000545;P_0000000892
C_000249;D_000044;P_0000001051
P_0000000661
C_000250;D_000367;P_0000001036
C_000251;D_000052;P_0000000577
C_000252;D_000009
P_0000000186
P_0000000762
C_000253;D_000647;P_0000000259
D_000982
P_0000000434
C_000254;D_000533;P_0000000342
C_000255;D_000131
C_000256;D_000066;P_0000000596
C_000257;D_000007;P_0000000317
C_000258;D_000273;P_0000000525
C_000259;D_000857;P_0000000862
P_0000000893
C_000968
C_000260;D_000602;P_0000000669
P_0000000816
C_000261;D_000871;P_0000000292
C_000264;D_000534;P_0000000184
C_000265;D_000535;P_0000000900
C_000262;D_000826;P_0000000871
C_000263;D_000010;P_0000000364
P_0000000590
P_0000001204
C_000266;D_000132;P_0000000738
P_0000000148
C_000267;D_000546;P_0000000308
P_0000000266
C_000268;D_000178;P_0000001097
C_000269;D_000330;P_0000000731
C_000270;D_000274;P_0000000366
C_000271;D_000244;P_0000000717
P_0000000725
P_0000000343
P_0000001164
C_000272;D_000648;P_0000000378
C_000273;D_000951;P_0000001219
C_000274;D_000558;P_0000001119
D_001033
P_0000001144
C_000275;D_000144;P_0000000918
C_000276;D_000105;P_0000000121
C_000277;D_000107;P_0000000608
C_000278;D_000106
C_000279;D_000275;P_0000001008
C_000280;D_000189;P_0000000908
P_0000000277
C_000281;D_000936;P_0000001026
C_000282;D_000574;P_0000000047
P_0000001000
P_0000000097
P_0000000428
C_000283;D_000835;P_0000000539
P_0000000630
C_000284;D_000749;P_0000000668
P_0000000073
P_0000000637
C_001000
P_0000000930
C_000285;D_000675;P_0000000188
P_0000000882
C_000287;D_000029
C_000288;D_000067;P_0000000946
C_000289;D_000030;P_0000000341
P_0000000903
C_000290;D_000276;P_0000000239
C_000291;D_000380;P_0000000213
C_000292;D_000575;P_0000001054
C_000293;D_000304;P_0000000326
C_000294;D_000302;P_0000000792
C_000295;D_000308;P_0000000151
D_000983
D_000984
P_001263
C_000286;D_000368;P_0000000767
C_000296;D_000277;P_0000000357
C_000297;D_000631;P_0000000338
C_000298;D_000858;P_0000000215
C_000299;D_000649;P_0000000910
C_000300;D_000820;P_0000001186
C_000301;D_000207;P_0000001095
C_000302;D_000622;P_0000000940
C_000303;D_000716;P_0000000234
C_000967
D_001055
C_000304;D_000559;P_0000000647
D_000985
P_001253
C_000305;D_000309;P_0000000732
C_000306;D_000179;P_0000000773
P_0000000010
P_0000000928
C_001003
C_000307;D_000255;P_0000000190
C_000308;D_000899;P_0000000526
C_000309;D_000580;P_0000000814
C_000979
D_001050
C_000310;D_000458;P_0000000761
C_000311;D_000859;P_0000000693
C_000312;D_000208;P_0000000552
P_0000001085
P_0000000787
C_000313;D_000872;P_0000000349
C_000314;D_000603;P_0000000487
C_000315;D_000836;P_0000001139
C_000316;D_000510;P_0000000325
C_000317;D_000650;P_0000000078
C_000318;D_000278;P_0000000218
C_000319;D_000688;P_0000000187
C_000320;D_000689;P_0000001217
P_0000000335
C_000321;D_000310;P_0000000689
P_0000001161
D_000986
P_001242
P_0000000280
C_000322;D_000632;P_0000000697
P_0000000418
C_000323;D_000676;P_0000000330
C_000324;D_000148;P_0000000411
C_000325;D_000889;P_0000000458
C_000326;D_000311;P_0000000986
P_0000001157
C_000327;D_000952;P_0000000025
C_000328;D_000547;P_0000001103
D_001071
D_001009
C_000976
P_0000001213
P_0000000612
C_000329;D_000953;P_0000001023
C_000330;D_000312;P_0000000570
C_000331;D_000209;P_0000000937
C_000332;D_000732;P_0000000382
C_000333;D_000536;P_0000000604
C_000334;D_000690;P_0000000450
C_000335;D_000811;P_0000000989
C_000336;D_000210;P_0000001229
C_000337;D_000343;P_0000000392
P_0000000889
P_0000000189
C_000338;D_000031
C_000339;D_000121;P_0000000895
C_000340;D_000705;P_0000000855
C_000341;D_000344
P_0000000764
P_0000000948
C_000342;D_000459;P_0000000628
C_000343;D_000651;P_0000000624
D_000987
P_001257
C_000344;D_000919;P_0000000042
C_000345;D_000709;P_0000000905
C_000346;D_000930;P_0000001064
C_000348;D_000592;P_0000000765
C_000347;D_000954;P_0000000482
C_000349;D_000460;P_0000000018
P_0000000664
P_0000000133
P_0000000226
C_000350;D_000523;P_0000000972
P_0000001069
P_0000001150
P_0000000952
P_0000000322
C_000351;D_000860;P_0000000563
C_000352;D_000733;P_0000000310
C_000353;D_000068;P_0000000137
C_000354;D_000091;P_0000000389
C_000355;D_000279;P_0000000734
C_000356;D_000280;P_0000000769
C_000357;D_000527;P_0000001127
C_000358;D_000900;P_0000000296
C_000359;D_000281;P_0000000200
D_001016
C_000999
C_000360;D_000282;P_0000000776
C_000361;D_000257
C_000362;D_000431;P_0000000064
C_000363;D_000710;P_0000000255
C_000365;D_000345;P_0000001032
C_000366;D_000053;P_0000000227
C_000367;D_000677;P_0000000178
P_0000001090
P_0000000819
C_000368;D_000478;P_0000001214
C_000961
C_000369;D_000054;P_0000001136
C_000991
P_0000000369
C_000364;D_000711;P_0000000354
C_000370;D_000511;P_0000001077
C_000371;D_000873;P_0000000823
C_000372;D_000937;P_0000000721
D_000092;P_0000001030
C_000373;D_000190;P_0000000269
C_000374;D_000706;P_0000000365
C_000375;D_000561;P_0000000244
C_000376;D_000472;P_0000001053
C_000377;D_000442;P_0000000056
P_0000001142
P_0000000496
C_000378;D_000388;P_0000000914
C_000379;D_000717;P_0000000926
C_000380;D_000938;P_0000000286
C_000381;D_000593;P_0000000033
C_000382;D_000108;P_0000000540
C_000383;D_000180;P_0000000243
C_000384;D_000164;P_0000000013
P_0000000793
P_0000000407
C_000385;D_000122;P_0000000211
C_000386;D_000407;P_0000000836
C_000387;D_000331;P_0000000208
C_000388;D_000045;P_0000000090
C_000389;D_000093;P_0000001174
C_000390;D_000346;P_0000000956
C_000391;D_000046;P_0000000245
C_000392;D_000181;P_0000000253
C_000986
D_001020
P_0000001067
D_000971
P_001267
D_000972
P_0000000723
C_000393;D_000075;P_0000000955
C_000394;D_000332;P_0000000350
C_000395;D_000718;P_0000001172
P_0000000262
C_000962
D_001029
C_000396;D_000123;P_0000001200
C_000397;D_000333;P_0000001195
C_000398;D_000939;P_0000000320
D_000965
P_001258
D_000073;P_0000000979
D_001017
D_000973
P_0000000556
C_000399;D_000389;P_0000000082
C_000400;D_000744;P_0000000947
C_000401;D_000011;P_0000000398
C_000402;D_000742;P_0000000598
P_0000000170
C_001002
P_0000000029
P_0000000629
C_000403;D_000055;P_0000000607
P_0000000950
C_000404;D_000390;P_0000000524
C_000405;D_000528;P_0000000970
C_000406;D_000795;P_0000001196
P_0000000775
C_000407;D_000347;P_0000000512
C_000408;D_000191;P_0000001236
C_000409;D_000461;P_0000000756
C_000410;D_000847;P_0000000223
C_000411;D_000678;P_0000001182
C_000412;D_000623;P_0000001075
C_000413;D_000426;P_0000001237
C_000414;D_000245;P_0000000909
P_0000001141
C_000415;D_000047;P_0000001238
C_000416;D_000490;P_0000000408
C_000417;D_000391;P_0000000128
C_000418;D_000774;P_0000000766
C_000419;D_000408;P_0000000225
C_000420;D_000604;P_0000000356
C_000421;D_000124;P_0000000700
C_000422;D_000767;P_0000001126
C_000423;D_000633;P_0000000938
P_0000000423
C_000424;D_000821;P_0000000445
C_000425;D_000084;P_0000000228
C_000426;D_000473
C_000427;D_000707;P_0000000978
C_000428;D_000679;P_0000000599
C_000429;D_000348;P_0000000975
C_000430;D_000901;P_0000000899
C_000431;D_000617;P_0000001216
C_000432;D_000853;P_0000000573
D_001067
C_000433;D_000392;P_0000001079
C_000434;D_000861;P_0000000674
D_001025
C_000435;D_000634;P_0000000772
C_000436;D_000827;P_0000000111
C_000437;D_000750;P_0000000384
C_000438;D_000652;P_0000000192
P_0000000395
C_000439;D_000474;P_0000000030
C_000440;D_000768;P_0000000066
C_000441;D_000211;P_0000000803
P_0000001133
C_000442;D_000351;P_0000000679
C_000443;D_000828;P_0000001128
C_000444;D_000605;P_0000000983
C_000445;D_000283;P_0000000024
D_000988
C_000957
P_001248
C_000446;D_000042;P_0000001049
C_000447;D_000284;P_0000000334
C_000448;D_000182;P_0000000022
D_001007
C_000970
P_0000000363
C_000449;D_000562;P_0000000529
C_000450;D_000479;P_0000000755
C_000451;D_000258;P_0000000980
C_000452;D_000393;P_0000000315
C_000453;D_000928;P_0000000705
C_000454;D_000663;P_0000000016
C_000455;D_000032;P_0000001230
P_0000000466
C_000456;D_000624;P_0000000268
D_000085;P_0000001134
P_0000000360
C_000457;D_000902;P_0000000719
P_0000001010
C_000458;D_000212;P_0000001137
C_000459;D_000056;P_0000000852
C_000460;D_000759;P_0000000432
C_000461;D_000213;P_0000000287
C_000462;D_000751;P_0000000523
C_000463;D_000784;P_0000000324
C_000464;D_000214;P_0000000062
P_0000000168
C_000466;D_000691;P_0000000834
C_000467;D_000885;P_0000000640
C_000468;D_000837;P_0000000107
C_000469;D_000664;P_0000000887
C_000470;D_000529;P_0000001210
P_0000000219
P_0000000985
C_000471;D_000033;P_0000000872
C_000472;D_000109;P_0000000114
C_000473;D_000829;P_0000000963
C_000474;D_000462;P_0000000747
P_0000001159
C_000475;D_000491;P_0000000774
C_000476;D_000313;P_0000000052
C_000477;D_000183;P_0000000619
C_000478;D_000874;P_0000000547
C_000465;D_000352;P_0000000991
C_000479;D_000409;P_0000000660
D_000989
P_001241
C_000480;D_000110;P_0000000275
P_0000001117
P_0000000130
C_000481;D_000111;P_0000000105
C_000482;D_000563;P_0000001122
C_000483;D_000215;P_0000000474
D_001034
C_000994
P_0000000298
P_0000001112
C_000488;D_000314;P_0000001001
C_000489;D_000353;P_0000000011
C_000484;D_000564;P_0000000716
C_000485;D_000680;P_0000000757
P_0000000375
C_000490;D_000192;P_0000001153
C_000491;D_000940;P_0000001158
P_0000000961
C_000495;D_000112;P_0000001233
P_0000001110
P_0000000290
C_000492;D_000334;P_0000000694
C_000493;D_000335;P_0000000003
C_000977
C_000494;D_000216;P_0000001198
D_001051
C_000486;D_000955;P_0000000034
C_000496;D_000565;P_0000000826
C_000497;D_000001;P_0000000941
C_000487;D_000606;P_0000000650
C_000498;D_000443;P_0000000614
C_000993
C_000499;D_000023;P_0000000951
P_0000000753
P_0000000173
C_000500;D_000285;P_0000001223
C_000959
D_001030
C_000501;D_000034;P_0000001211
C_000502;D_000777;P_0000001088
C_000503;D_000785;P_0000000687
C_000504;D_000886;P_0000000194
P_0000000368
P_0000000733
C_000990
C_000506;D_000862;P_0000000352
C_000507;D_000175;P_0000000829
C_000505;D_000513;P_0000001148
C_000508;D_000653;P_0000000595
C_000509;D_000354;P_0000000385
P_0000001028
C_000510;D_000142;P_0000000098
C_000511;D_000315;P_0000000532
C_000512;D_000524;P_0000000737
C_000513;D_000369;P_0000000263
C_000514;D_000237;P_0000000506
C_000515;D_000165;P_0000000969
P_0000000204
C_000516;D_000566;P_0000000088
P_0000000916
P_0000000329
C_000517;D_000217;P_0000000867
C_000518;D_000286
C_000519;D_000218;P_0000000550
P_0000000486
C_000520;D_000903;P_0000001212
C_000521;D_000069
P_0000000720
P_0000000801
C_000522;D_000734;P_0000000454
C_000523;D_000863;P_0000000615
C_000524;D_000956;P_0000000977
C_000525;D_000463;P_0000000075
C_000526;D_000432;P_0000000327
C_000527;D_000316;P_0000001012
C_000528;D_000941;P_0000000182
P_0000000842
C_000529;D_000035;P_0000000140
C_000530;D_000149;P_0000000222
P_0000001025
P_0000000061
D_000990
C_000956
P_001252
C_000531;D_000057;P_0000001038
C_000532;D_000920;P_0000000557
C_000533;D_000464;P_0000000751
C_000534;D_000625;P_0000000463
C_000535;D_000246;P_0000000403
C_000536;D_000654;P_0000000571
C_000537;D_000957;P_0000000703
C_000538;D_000719;P_0000000220
C_000539;D_000626;P_0000000091
C_000540;D_000942;P_0000000217
C_000541;D_000444;P_0000001041
D_001021
C_000998
P_0000000462
C_000542;D_000355;P_0000000708
C_000543;D_000094
C_000544;D_000848;P_0000000438
C_000545;D_000581;P_0000000997
C_000546;D_000890;P_0000000136
D_000991
P_001259
C_000547;D_000514;P_0000000587
C_000548;D_000410;P_0000001130
C_000549;D_000465;P_0000000153
C_000550;D_000692;P_0000001086
C_000551;D_000904;P_0000000644
C_000552;D_000466;P_0000000048
P_0000000890
C_000553;D_000095;P_0000000318
C_000554;D_000220;P_0000000707
C_000555;D_000317;P_0000000906
C_000556;D_000875;P_0000000658
C_000557;D_000427;P_0000000560
P_0000000202
C_000558;D_000796;P_0000000585
D_001022
C_000559;D_000287;P_0000000214
C_000560;D_000665;P_0000000981
D_000974
P_001247
C_000561;D_000905;P_0000000800
C_000562;D_000958;P_0000000740
C_000563;D_000661;P_0000000437
C_000565;D_000336;P_0000000478
C_000564;D_000349;P_0000000959
D_000992
P_0000000399
P_0000000641
C_000566;D_000166;P_0000000250
C_000567;D_000786;P_0000001098
C_000568;D_000607;P_0000001059
D_000975
P_001260
C_000569;D_000288;P_0000000267
D_001013
C_000997
C_000570;D_000582;P_0000000944
C_000571;D_000356;P_0000000638
C_000572;D_000797;P_0000000677
C_000573;D_000798;P_0000000627
P_0000001002
P_0000000117
C_000574;D_000221;P_0000001129
C_000575;D_000635;P_0000000381
C_000576;D_000134;P_0000001203
C_000577;D_000959;P_0000000591
P_0000000138
C_000578;D_000433;P_0000000442
D_001035
C_000579;D_000036;P_0000000742
D_000993
P_0000000405
C_000580;D_000854;P_0000000256
C_000581;D_000746;P_0000000316
P_0000000224
P_0000000994
C_000582;D_000113;P_0000000623
D_000994
P_001265
C_000583;D_000143;P_0000000333
C_000584;D_000962;P_0000000971
C_000585;D_000960;P_0000001123
C_000586;D_000961;P_0000001166
D_000995
D_001023
C_000587;D_000445;P_0000001052
C_000588;D_000891;P_0000000875
D_000967
P_001266
C_000589;D_000769;P_0000000736
P_0000001225
C_000590;D_000475;P_0000000096
C_000591;D_000548;P_0000000505
C_000592;D_000567;P_0000000031
D_001072
C_000983
C_000593;D_000222;P_0000000678
P_0000001074
P_0000000481
P_0000001043
C_000594;D_000305;P_0000001071
C_000595;D_000289;P_0000000896
C_000596;D_000375;P_0000000452
C_000597;D_000193;P_0000000414
D_001018
C_000988
C_000992
C_000598;D_000931;P_0000000139
D_001024
C_000599;D_000838;P_0000000681
C_000600;D_000666;P_0000000172
C_000601;D_000492;P_0000000157
C_000602;D_000619;P_0000000943
C_000603;D_000760;P_0000001138
C_000604;D_000693;P_0000001228
C_000605;D_000789;P_0000000945
C_000606;D_000787;P_0000000351
C_000607;D_000864;P_0000001221
C_000608;D_000583;P_0000000387
P_0000000575
C_000609;D_000290;P_0000000589
C_000610;D_000584;P_0000000709
C_000611;D_000752;P_0000000435
C_000612;D_000778;P_0000000150
D_000976
C_000995
P_0000000176
C_000618;D_000235;P_0000000412
C_000619;D_000823;P_0000000685
C_000620;D_000681;P_0000000728
P_0000001189
D_000096;P_0000001145
C_000613;D_000135;P_0000000068
C_000614;D_000013;P_0000000116
C_000615;D_000012;P_0000001027
D_000014
C_000616;D_000048;P_0000000080
C_000617;D_000076;P_0000000160
C_000621;D_000077;P_0000000902
C_000622;D_000493;P_0000001179
C_000981
D_001031
C_000623;D_000549;P_0000000345
C_000624;D_000136;P_0000000076
C_000625;D_000247
C_000626;D_000906;P_0000001101
P_0000000446
D_000996
C_000627;D_000525;P_0000000221
C_000628;D_000291;P_0000000164
C_000629;D_000292;P_0000000820
C_000630;D_000876;P_0000000126
C_000631;D_000434;P_0000000174
C_000632;D_000260;P_0000000248
C_000633;D_000788;P_0000001187
C_000634;D_000097;P_0000000517
C_000635;D_000137;P_0000000473
C_000636;D_000494;P_0000000134
C_000638;D_000049;P_0000000565
C_000639;D_000411;P_0000000651
C_000637;D_000943;P_0000000475
P_0000000158
C_000640;D_000608;P_0000000600
C_000641;D_000381;P_0000000021
C_000642;D_000743;P_0000000847
C_000643;D_000594;P_0000000654
C_000644;D_000194;P_0000000783
D_001057
C_000645;D_000799;P_0000000957
C_000646;D_000167;P_0000000494
P_0000001171
D_000074;P_0000000861
C_000647;D_000114;P_0000000231
C_000648;D_000115;P_0000001039
C_000649;D_000151;P_0000001124
C_000650;D_000152;P_0000001162
C_000651;D_000150;P_0000001068
C_000652;D_000172;P_0000000993
C_000653;D_000176;P_0000000804
C_000654;D_000248
C_000655;D_000249;P_0000001224
C_000656;D_000250;P_0000000331
C_000657;D_000319;P_0000000026
C_000658;D_000320;P_0000000207
C_000659;D_000318;P_0000001105
C_000660;D_000303;P_0000000340
C_000661;D_000321;P_0000000461
C_000662;D_000382;P_0000000822
C_000663;D_000383;P_0000000084
C_000664;D_000435;P_0000000100
C_000665;D_000480;P_0000000347
C_000666;D_000537;P_0000000555
C_000667;D_000322;P_0000000195
C_000668;D_000446;P_0000000379
C_000669;D_000944;P_0000000054
C_000670;D_000627;P_0000000477
C_000671;D_000839;P_0000000684
C_000672;D_000595;P_0000000123
C_000673;D_000855;P_0000000495
P_0000000973
C_000674;D_000323;P_0000000831
C_000675;D_000037;P_0000000864
C_000676;D_000101;P_0000000273
C_000677;D_000384;P_0000000558
C_000678;D_000877;P_0000000610
C_000679;D_000515;P_0000000112
C_000680;D_000770;P_0000000581
C_000681;D_000682;P_0000000165
C_000682;D_000907;P_0000001194
C_000683;D_000694;P_0000000120
P_0000000802
C_000684;D_000908;P_0000001209
D_000997
P_001244
P_0000000857
P_0000000460
C_000685;D_000840;P_0000000897
C_000686;D_000596;P_0000000099
C_000687;D_000824;P_0000000795
P_0000000706
D_000977
C_000688;D_000038;P_0000000456
C_000689;D_000467;P_0000000699
C_000690;D_000892;P_0000000846
C_000691;D_000516;P_0000000917
C_000692;D_000779;P_0000000147
C_000693;D_000261;P_0000000990
C_000694;D_000585;P_0000000758
P_0000001062
P_0000000070
C_000695;D_000412;P_0000000371
C_000696;D_000800;P_0000000281
C_000697;D_000447;P_0000000489
C_000698;D_000801;P_0000000923
C_000699;D_000293;P_0000000053
P_0000000621
P_0000001020
P_0000001181
C_000700;D_000070;P_0000000878
C_000701;D_000078;P_0000000501
C_000702;D_000294;P_0000000921
C_000703;D_000945;P_0000000388
C_000704;D_000223;P_0000000017
D_001036
P_0000000135
C_000705;D_000802;P_0000000976
D_001037
C_000706;D_000468;P_0000000264
