cluster_id,id,title,author,doi
11,P_0000000157,Journal of the Association for Information,"Sanner, Terje Aksel and Davis, Tiwonge and Nielsen, Petter",
11,P_0000000250,Journal of the Association for Information,"Grisot, Miria and Hanseth, Ole and Thorseng, Anne Asmyr and Pollock, Neil",
11,P_0000000540,Journal of the Association for Information,"Silsand, Line and Ellingsen, Gunnar",
12,P_0000000279,Journal of the Association for Information,"Kock, Ned and Lynn, Gary S",
12,P_0000000402,Journal of the Association for Information,"Choi, Byounggu and Lee, Jae-Nam",
12,P_0000000708,Journal of the Association for Information,"Jewer, Jennifer and Mckay, Kenneth N",
13,P_0000000105,Journal of the Association for Information,"Sojer, Manuel and Henkel, Joachim and Wade, Michael and Crowston, Kevin",
13,P_0000000273,Journal of the Association for Information,"Cornford, Tony and Shaikh, Maha and Ciborra, Claudio and Wade, Michael and Crowston, Kevin",
13,P_0000000372,Journal of the Association for Information,"Eng, Cecil and Chua, Huang and Yong, Adrian and Yeow, Kwang and Wade, Michael and Crowston, Kevin",
13,P_0000000506,Journal of the Association for Information,"Bach, Paula M and Carroll, John M and Wade, Michael and Crowston, Kevin",
13,P_0000000636,Journal of the Association for Information,"Zhang, Ping",
14,P_0000000411,Journal of the Association for Information,"Howcroft, Debra and Light, Ben and Rivard, Suzanne",
14,P_0000000503,Journal of the Association for Information,"Zmud, Robert W and Shaft, Teresa and Zheng, Weijun and Croes, Henry",
15,P_0000000565,Journal of the Association for Information Systems IS Research Perspective,"Marakas, George M and Johnson, Richard D and Clay, Paul F",
15,P_0000000704,Journal of the Association for Information Systems IS Research Perspective,"Hardin, Andrew M and Cha, Jerry and Chang, Jan and Fuller, Mark A",
16,P_0000000008,Journal of the Association for Information,"Goh, Samuel and Wasko, Molly",
16,P_0000000027,Journal of the Association for Information Special Issue,"Boughzala, Imed and De Vreede, Gert-Jan and Limayem, Moez",
16,P_0000000236,Journal of the Association for Information Special Issue,"Boughzala, Imed and De Vreede, Gert-Jan and Limayem, Moez",
16,P_0000000533,Journal of the Association for Information,"Venkatesh, Viswanath and Windeler, Jaime B",
16,P_0000000626,Journal of the Association for Information,"Schmeil, Andreas and Eppler, Martin J",
16,P_0000000690,Journal of the Association for Information,"Nardon, Luciara and Aten, Kathryn",
17,P_0000000143,Journal of the Association for Information,"Kelley, Helen and Chiasson, Mike and Downey, Angela and Pacaud, Danièle and Payton, Fay Cobb and Paré, Guy and Lerouge, Cynthia and Reddy, Madhu",
17,P_0000000299,Journal of the Association for Information,"Parmet, Yisrael and Pliskin, Nava and Payton, Fay Cobb and Paré, Guy and Lerouge, Cynthia and Reddy, Madhu and Zuker, Allon and Pliskin, Joseph S",
17,P_0000000459,Journal of the Association for Information,"Shaw, Mark Christopher and Stahl, Bernd Carsten and Payton, Fay Cobb and Paré, Guy and Lerouge, Cynthia and Reddy, Madhu",
17,P_0000000733,Journal of the Association for Information,"Setia, Pankaj and Setia, Monika and Krishnan, Ranjani and Sambamurthy, Vallabh and Payton, Fay Cobb and Paré, Guy and Lerouge, Cynthia and Reddy, Madhu",
18,P_0000000063,Journal of the Association for Information,"Crowston, Kevin and Wade, Michael",
18,P_0000000094,Journal of the Association for Information,"Alspaugh, Thomas A and Scacchi, Walt and Asuncion, Hazeline U and Wade, Michael and Crowston, Kevin",
18,P_0000000255,Journal of the Association for Information,"Maldonado, Edgar",
18,P_0000000375,Journal of the Association for Information,"Nevo, Saggi and Demertzoglou, Pindaro and Wade, Michael and Crowston, Kevin and Chengalur-Smith, Indushobha",
18,P_0000000440,Journal of the Association for Information,"Sidorova, Anna and Daniel, Sherae and Chengalur-Smith, Indushobha",
18,P_0000000542,Journal of the Association for Information,"Aksulu, Altay and Wade, Michael R",
18,P_0000000630,Journal of the Association for Information,"Colazo, Jorge A and Fang, Yulin",
19,P_0000000177,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Hariharan, Anuja and Thomas, Marc and Adam, Philipp and Dorner, Verena and Lux, Ewa and Müller, Marius B and Pfeiffer, Jella and Weinhardt, Christof and Adam, Marc T P",
19,P_0000000637,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Chatla, Suneel Babu and Shmueli, Galit",
19,P_0000000715,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Lukyanenko, Roman and Parsons, Jeffrey and Wiersma, Yolanda and Wachinger, Gisela and Huber, Benjamin and Meldt, Robert",
20,C_000761,Same but Different: Variations in Reactions to Digital Transformation Within an Organizational Field,"Noesgaard, Mette Strange and Nielsen, Jeppe Agger and Jensen, Tina Blegind and Mathiassen, Lars",10.17705/1JAIS.00770
20,D_000742,Same but Different: Variations in Reactions to Digital Transformation Within an Organizational Field,"Noesgaard, Mette Strange and Nielsen, Jeppe Agger and Jensen, Tina Blegind and Mathiassen, Lars",
21,C_000049,Plagiarism by Academics: More Complex Than It Seems,"Clarke, Roger",10.17705/1JAIS.00080
21,C_000113,Plagiarism by Academics: More Complex Than It Seems,"Clarke, Roger",10.17705/1JAIS.00081
21,D_000098,Plagiarism by Academics - More Complex Than It Seems,"Clarke, Roger",
21,P_0000000658,Plagiarism by Academics: More Complex Than It Seems 1,"Clarke, Roger and Davison, Robert and Munro, Malcolm and Kock, Ned",
22,P_0000000027,Journal of the Association for Information Special Issue,"Boughzala, Imed and De Vreede, Gert-Jan and Limayem, Moez",
22,P_0000000533,Journal of the Association for Information,"Venkatesh, Viswanath and Windeler, Jaime B",
23,P_0000000508,Journal of the Association for Information,"Alter, Steven",
23,P_0000000693,Journal of the Association for Information,"Sun, Yongqiang and Lim, Kai H and Peng, Jerry Zeyu and Kong, Hong and He",
24,P_0000000078,Journal of the Association for Information,"Wu, Ing-Long and Hu, Ya-Ping",
24,P_0000000384,Journal of the Association for Information,"Browne, Glenn J and Parsons, Jeffrey and Gregor, Shirley",
24,P_0000000668,Journal of the Association for Information,"Liu, Liping and Li, Chan and Zhu, Dan and Liu, / and Nomological and Trust",
25,P_0000000198,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Goel, Sanjay and Williams, Kevin and Dincelli, Ersin",
25,P_0000000377,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Machado, Fernando S and Sainam, Preethika and Raghu, T. S and Sinha, Rajiv",
25,P_0000000449,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Kordzadeh, Nima and Warren, John",
26,P_0000000038,J ournal of the A I S ssociation for nformation ystems,"Perspective, Research and Gefen, David and Larsen, Kai",
26,P_0000000136,J ournal of the A I S ssociation for nformation ystems,"Seo, Dongback",
26,P_0000000258,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Fehrenbacher, Dennis D",
27,P_0000000086,Journal of the Association for Information,"Staehr, Lorraine and Shanks, Graeme and Seddon, Peter B",
27,P_0000000605,Journal of the Association for Information,"Dibbern, Jens and Chin, Wynne W and Heinzl, Armin",
27,P_0000000669,Journal of the Association for Information,"Kuechler, William and Vaishnavi, Vijay",
28,P_0000000020,Journal of the Association for Information,"Kirsch, Laurie J and Slaughter, Sandra A",
28,P_0000000071,Journal of the Association for Information,"King, John Leslie and Nicholas, *.",
28,P_0000000534,Journal of the Association for Information Special Issue,"Beath, Cynthia and Berente, Nicholas and Gallivan, Michael J and Lyytinen, Kalle",
28,P_0000000619,Journal of the Association for Information,"Nambisan, Satish",
29,P_0000000276,Journal of the Association for Information,"Chakraborty, Suranjan and Sarker, Saonee and Sarker, Suprateek",
29,P_0000000516,Journal of the Association for Information,"Sun, Heshan",
30,P_0000000268,Journal of the Association for Information,"Ridings, Catherine and Wasko, Molly",
30,P_0000000437,Journal of the Association for Information,"Oinas-Kukkonen, Harri and Lyytinen, Kalle and Yoo, Youngjin",
30,P_0000000579,Journal of the Association for Information,"Putzke, Johannes and Fischbach, Kai and Schoder, Detlef and Oinas-Kukkonen, Harri and Lyytinen, Kalle and Yoo, Youngjin and Gloor, Peter A",
31,P_0000000007,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Gleasure, Rob and Feller, Joseph",
31,P_0000000462,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Deng, Nancy and Joshi, K. D and Nancy, Annual Meeting",
31,P_0000000526,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Vijayasarathy, Leo and Casterella, Gretchen Irwin",
32,P_0000000185,Journal of the Association for Information,"Tan, Barney and Pan, Shan L and Lu, Xianghua and Huang, Lihua and Quarterly, Mis",
32,P_0000000472,Journal of the Association for Information Research Article,"Dinger, Michael and Thatcher, Jason B and Treadway, Darren and Stepina, Lee and Breland, Jacob",
32,P_0000000723,Journal of the Association for Information,"Cranefield, Jocelyn and Yoong, Pak and Huff, Sid L",
33,P_0000000029,Journal of the Association for Information,"Hirschheim, Rudy and Klein, Heinz K",
33,P_0000000218,Journal of the Association for Information,"Grover, Varun",
33,P_0000000307,Journal of the Association for Information,"Buhl, Hans Ulrich and Müller, Günter and Fridgen, Gilbert and Röglinger, Maximilian",
33,P_0000000315,Journal of the Association for Information Special Issue,"Hirschheim, Rudy and Saunders, Carol and Straub, Detmar",
33,P_0000000591,Journal of the Association for Information,"Davern, Michael J and Shaft, Teresa M and Te'eni, Dov",
34,P_0000000205,Journal of the Association for Information,"Wu, Shin-Yi and Banker, Rajiv D",
34,P_0000000342,Journal of the Association for Information,"Kauffman, Robert J and Carey, W. P and Lee, Dongwon",
34,P_0000000412,Journal of the Association for Information Research Article,"Kauffman, Robert J and Carey, W. P",
35,P_0000000488,Journal of the Association for Information,"Goldstein, James and Chernobai, Anna and Benaroch, Michel and Whitman, M. J",
35,P_0000000644,Journal of the Association for Information,"Evermann, Joerg and Tate, Mary",
36,P_0000000301,Journal of the Association for Information,"Levermore, David M and Babin, Gilbert and Hsu, Cheng and March, Sal and Raghu, T. S and Vinze, Ajay",
36,P_0000000417,Journal of the Association for Information,"Liang, Huigang and Xue, Yajiong",
37,P_0000000370,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Bernardi, Roberta",
37,P_0000000395,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Holeman, Isaac and Barrett, Michael",
37,P_0000000788,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Kelly, Séamas and Noonan, Camilla",
37,P_000789,J ournal of the A I S ssociation for nformation ystems,"Sahay, Sundeep and Kyaw, Maung and Urquhart, Cathy",
38,P_0000000232,Journal of the Association for Information,"Thorén, Claes and Ågerfalk, Pär J and Edenius, Mats",
38,P_0000000321,Journal of the Association for Information Special Issue,"Yeliz Eseryel, U. and Morgan, Lorraine",
38,P_0000000349,Journal of the Association for Information Special Issue,"Schlagwein, Daniel and Bjørn-Andersen, Niels",
38,P_0000000428,Journal of the Association for Information Special Issue,"Crowston, Kevin and Whelan, Eoin and Conboy, Kieran and Lero, Lorraine Morgan and Rossi, Matti",
38,P_0000000646,Journal of the Association for Information Editorial Note,"Gregor, Shirley and Klein, Gary",
39,P_0000000216,Journal of the Association for Information Systems Abstract Special Issue,"Mittleman, Daniel D and Briggs, Robert O and De Vreede, Gert-Jan and Massey, Anne",
39,P_0000000596,Journal of the Association for Information Systems Special Issue,"Briggs, Robert O and De Vreede, Gert-Jan and Massey, Anne P",
39,P_0000000640,Journal of the Association for Information Systems Abstract Special Issue,"Nan, Ning and Johnston, Erik W and Briggs, Robert O and De Vreede, Gert-Jan and Massey, Anne",
40,P_0000000005,Journal of the Association for Information,"Cheng, Jiesi and Sun, Aaron and Hu, Daning and Zeng, Daniel",
40,P_0000000160,Journal of the Association for Information,"Kim, Gimun and Shin, Bongsik and Kim, Kyung Kyu and Lee, Ho Geun",
41,P_0000000228,Journal of the Association for Information Special Issue,"Léger, Pierre-Majorique and Montréal, Hec and Sénecal, Sylvain and Ortiz De Guinea, Ana and Titah, Ryad and Fredette, Marc and Research, Systems",
41,P_0000000585,Journal of the Association for Information,"Riedl, René and Davis, Fred D and Hevner, Alan R and Barki, Henri and Chatterjee, Samir and Dennis, Alan and Gefen, David and Léger, Pierre-Majorique and Randolph, Adriane and Walden, Eric and Walton, Sam M",
42,C_000772,Unraveling the Effects of Mobile Application Usage on Users’ Health Status: Insights from Conservation of Resources Theory,"Fu, Shaoxiong and Cai, Zhao and Lim, Eric and Liu, Yong and Tan, Chee-Wee and Lin, Yanqing and Deng, Shengli",10.17705/1JAIS.00808
42,D_000780,Unraveling the Effects of Mobile Application Usage on Users' Health Status: Insights from Conservation of Resources Theory,"Fu, Shaoxiong and Cai, Zhao and Lim, Eric T. K. and Liu, Yong and Tan, Chee-Wee and Lin, Yanqing",
42,P_000808,Unraveling the Effects of Mobile Application Usage on Users' Health Status: Insights from Conservation of Resources Theory,"Fu, Shaoxiong and Cai, Zhao and Lim, Eric T K and Liu, Yong and Tan, Chee-Wee and Lin, Yanqing and Deng, Shengli and Bennett, Jason",10.17705/1JAIS.1JAIS.00808
43,P_0000000116,Journal of the Association for Information,"Baker, Jeff and Jones, Donald R and Cao, Qing and Song, Jaeki",
43,P_0000000222,Journal of the Association for Information,"Price, Rosanne and Shanks, Graeme",
44,P_0000000388,Journal of the Association for Information,"Rivard, Suzanne and Montreal, Hec and Lapointe, Liette and Kappos, Antonio and Payton, Fay Cobb and Paré, Guy and Lerouge, Cynthia and Reddy, Madhu",
44,P_0000000588,Journal of the Association for Information,"Feldman, Sue S and Horan, Thomas A and Payton, Fay Cobb and Paré, Guy and Lerouge, Cynthia and Reddy, Madhu",
45,P_0000000320,J ournal of the A I S ssociation for nformation ystems,"Abbasi, Ahmed and Sarker, Suprateek and Chiang, Roger H L and Lindner, Carl H",
45,P_0000000339,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Pouloudi, Nancy and Currie, Wendy and Whitley, Edgar A",
45,P_0000000361,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Dawson, Greg and Carey, W. P and Watson, Richard T and Boudreau, Marie-Claude and Pitt, Leyland F",
46,P_0000000024,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Nishant, Rohit and Teo, Thompson S H and Goh, Mark and Goh, Competition Mark",
46,P_0000000616,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Muller, Y. M and Cheung and Hong, Weiyin and Thong, James Y L",
46,P_0000000671,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Rehm, Sven-Volker and Goel, Lakshmi and Junglas, Iris and Management",
47,P_0000000352,Journal of the Association for Information Research Article,"Meth, Hendrik and Mueller, Benjamin and Maedche, Alexander",
47,P_0000000364,Journal of the Association for Information Research Article,"Goh, Khim-Yong and Tan, Chuan-Hoo and Teo, Hock-Hai",
47,P_0000000489,Journal of the Association for Information Research Article,"Lang, Karl and Shang, Richard and Vragov, Roumen",
48,C_000200,Quo vadis TAM?,"Benbasat, Izak and Barki, Henri",10.17705/1JAIS.00126
48,C_000638,Introduction to the Special Issue on “Quo Vadis TAM – Issues and Reflections on Technology Acceptance Research”,"Hirschheim, Rudy",10.17705/1JAIS.00128
48,D_000125,Quo vadis TAM?,"Benbasat, Izak and Barki, Henri",
48,D_000132,"Introduction to the Special Issue on ""Quo Vadis TAM - Issues and Reflections on Technology Acceptance Research""","Hirschheim, Rudy",
48,P_0000000426,"Quo vadis, TAM?","Benbasat, Izak and Barki, Henri and Montréal, Hec",
48,P_0000000429,Introduction to the Special Issue on “Quo Vadis TAM – Issues and Reflections on Technology Acceptance Research”,"Hirschheim, Rudy",
49,P_0000000161,Journal of the Association for Information,"Soper, Daniel S and Demirkan, Haluk and Goul, Michael and St, Robert and Louis",
49,P_0000000233,Journal of the Association for Information,"Wu, Philip Fei",
49,P_0000000710,Journal of the Association for Information,"Nazir, Salman and Pinsonneault, Alain",
50,P_0000000438,Journal of the Association for Information,"Arbore, Alessandro and Bocconi, Sda and Soscia, Isabella and Bagozzi, Richard P",
50,P_0000000521,Journal of the Association for Information,"Strong, Diane M and Johnson, Sharon A and Tulu, Bengisu and Trudel, John and Volkoff, Olga and Pelletier, Lori R and Garber, Lawrence",
51,P_0000000331,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Cuellar, Michael J and Takeda, Hirotoshi and Vidgen, Richard and Truex, Duane",
51,P_0000000409,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Wall, Jeffrey D and Lowry, Paul Benjamin and Barlow, Jordan B",
51,P_0000000709,J ournal of the A I S ssociation for nformation ystems,"Crowston, Kevin",
51,P_0000000712,J ournal of the A I S ssociation for nformation ystems,"Cuellar, Michael J and Takeda, Hirotoshi and Vidgen, Richard and Truex, Duane",
52,P_0000000143,Journal of the Association for Information,"Kelley, Helen and Chiasson, Mike and Downey, Angela and Pacaud, Danièle and Payton, Fay Cobb and Paré, Guy and Lerouge, Cynthia and Reddy, Madhu",
52,P_0000000299,Journal of the Association for Information,"Parmet, Yisrael and Pliskin, Nava and Payton, Fay Cobb and Paré, Guy and Lerouge, Cynthia and Reddy, Madhu and Zuker, Allon and Pliskin, Joseph S",
53,P_0000000295,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Young, Brett W and Mathiassen, Lars and Davidson, Elizabeth",
53,P_0000000661,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Venkatesh, Viswanath and Brown, Susan A and Sullivan, Yulia W",
54,P_0000000026,Journal of the Association for Information Research Article,"Sandberg, Johan and Mathiassen, Lars and Napier, Nannette",
54,P_0000000059,Journal of the Association for Information Research Article,"Farima Bagayogo, Fatou and Lapointe, Liette and Bassellier, Geneviève and Barrett, Michael",
55,P_0000000017,Journal of the Association for Information,"Chan, Frank K Y and Thong, James Y L and Venkatesh, Viswanath and Brown, Susan A and Paul, Jen-Hwa and Hu and Kar, Yan and Tam and Bernard, *.",
55,P_0000000490,Journal of the Association for Information,"Loo, Geok and Pee and Kankanhalli, Atreyi and Kim, Hee-Woong and Grover, Varun and Niederman, Fred and Bush, Ashley and Bateman, Patrick",
56,P_0000000426,"Quo vadis, TAM?","Benbasat, Izak and Barki, Henri and Montréal, Hec",
56,P_0000000429,Introduction to the Special Issue on “Quo Vadis TAM – Issues and Reflections on Technology Acceptance Research”,"Hirschheim, Rudy",
57,P_0000000476,Journal of the Association for Information,"Montealegre, Ramiro and Hovorka, Dirk and Germonprez, Matt",
57,P_0000000628,Journal of the Association for Information Research Perspective,"Porra, Jaana and Hirschheim, Rudy and Parks, Michael S",
58,P_0000000334,Journal of the Association for Information Systems Abstract Special Issue,"Legner, Christine and Schemm, Jan and March, Sal and Raghu, T. S and Vinze, Ajay",
58,P_0000000450,Journal of the Association for Information Systems Special Issue,"March, Sal and Raghu, T. S and Carey, W. P and Vinze, Ajay",
59,P_0000000512,Journal of the Association for Information,"Shuraida, Shadi and Barki, Henri and Bernard, *.",
59,P_0000000623,Journal of the Association for Information,"Hansen, Jared and Walden, Eric and Paul, *.",
60,P_0000000260,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Lee, Younghwa and Chen, Andrew N K and Hess, Traci J and Quarterly, Mis",
60,P_0000000442,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Müller, Sune Dueholm and Mathiassen, Lars and Saunders, Carol S and Franke, W. A and Kraemmergaard, Pernille",
60,P_0000000604,J ournal of the A I S ssociation for nformation ystems,"Lyytinen, Kalle and Grover, Varun",
61,P_0000000448,Journal of the Association for Information,"Wang, Chingning and Kaarst-Brown, Michelle L",
61,P_0000000728,Journal of the Association for Information,"Klecun, Ela and Lichtner, Valentina and Cornford, Tony and Petrakaki, Dimitra",
62,P_0000000162,Journal of the Association for Information,"Stahl, Bernd Carsten",
62,P_0000000223,Journal of the Association for Information,"Man, Cindy and Cheung, Yee and Sia, Choon-Ling and Kuan, Kevin K Y and Choon, Ling and Sia",
63,P_0000000073,Journal of the Association for Information,"Xu, David and Benbasat, Izak and Cenfetelli, Ronald T and Srinivasan, Ananth",
63,P_0000000169,Journal of the Association for Information,"Müller-Wienbergen, Felix and Müller, Oliver and Seidel, Stefan and Becker, Jörg",
64,P_0000000040,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Kulkarni, Uday R and Robles-Flores, José Antonio and Popovič, Aleš and Antonio, José",
64,P_0000000391,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Crossler, Robert E and Posey, Clay",
65,P_0000000308,Journal of the Association for Information,"Galluch, Pamela S and Grover, Varun and Thatcher, Jason Bennett",
65,P_0000000684,Journal of the Association for Information,"Kuan, Kevin K Y and Hui, Kai-Lung and Paul, *. and Prasarnphanich, Pattarawan and Lai, Hok-Yin",
66,P_0000000023,Journal of the Association for Information,"Torkar, Richard and Minoves, Pau and Garrigós, Janina and Wade, Michael and Crowston, Kevin",
66,P_0000000085,Journal of the Association for Information Abstract Research Article,"Santos, Brian L Dos and Patel, Pankaj C and D'souza, Rodney R",
66,P_0000000530,Journal of the Association for Information Abstract Research Article,"Li, Xiaolin and Troutt, Marvin D and Brandyberry, Alan and Wang, Tuo and Katz, Joseph M",
66,P_0000000566,Journal of the Association for Information Abstract Research Article,"Wells, John D and Parboteeah, Veena and Valacich, Joseph S",
67,D_000882,Toward an Understanding of Gig Work Risks and Worker Agency on Different Digital Labor Platforms,"Deng, Xuefei and Galliers, Robert D.",
67,P_000924,Toward an Understanding of Gig Work Risks and Worker Agency Toward an Understanding of Gig Work Risks and Worker Agency on Different Digital Labor Platforms on Different Digital Labor Platforms,"Deng, Nancy and Galliers, Robert D",10.17705/1JAIS.00878
68,P_0000000065,Journal of the Association for Information,"Germonprez, Matt and Hovorka, Dirk and Gal, Uri",
68,P_0000000356,Journal of the Association for Information,"Kock, Ned and Chatelain-Jardón, Ruth",
69,P_0000000023,Journal of the Association for Information,"Torkar, Richard and Minoves, Pau and Garrigós, Janina and Wade, Michael and Crowston, Kevin",
69,P_0000000085,Journal of the Association for Information Abstract Research Article,"Santos, Brian L Dos and Patel, Pankaj C and D'souza, Rodney R",
70,P_0000000021,Journal of the Association for Information,"Al-Natour, Sameh and Benbasat, Izak and Cenfetelli, Ron",
70,P_0000000359,Journal of the Association for Information Abstract Research Article,"Balijepally, Venugopal and Mangalaraj, George and Iyengar, Kishen",
71,P_0000000016,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Khatri, Vijay and Vessey, Iris",
71,P_0000000612,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Vitharana, Padmal and Zahedi, Fatemeh Mariam and Jain, Hemant K",
72,P_0000000509,Journal of the Association for Information,"Lankton, Nancy K and Mcknight, Harrison D and Bernard, *. and Harrison, D.",
72,P_0000000730,Journal of the Association for Information,"Li, Linjing and Zeng, Daniel and Zhao, Huimin",
73,P_0000000084,Journal of the Association for Information,"Richardson, Sandra and Kettinger, William J and Banks, Michael Shane and Quintana, Yuri",
73,P_0000000379,Journal of the Association for Information,"Legoux, Renaud and Montreal, Hec and Leger, Pierre-Majorique and Robert, Jacques and Boyer, Martin and Gregor, Shirley",
74,P_0000000230,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Mohan, Blooma and Yeow, Alton and Chua, Kuan and Hoe, Dion and Goh, Lian and Wickramasinghe, Nilmini and Chua, Alton Y K and Goh, Dion",
74,P_0000000319,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Tallon, Paul P and Huntsman, Jon M and Coltman, Tim and Sharma, Rajeev and Queiroz, Magno and South, Wales and Rajeev",
74,P_0000000415,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Brown, Susan A and Fuller, Robert M and Thatcher, Sherry M B",
